Index,Make,Model,Car,Variant,Final Configuration,Body Type,Fuel Type,Fuel System,Type,Drivetrain,Displacement,Cylinders,Mileage,Power,Torque,Fuel Tank,Height,Length,Width,Doors,Seats,Wheelbase,Airbags,Price
492,Honda,Brv,Honda Brv,Vx Petrol,Honda BrvVx Petrol,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1497,4,15.4,117.37,145,42,1666,4456,1735,5,7,2662,2,1271900
493,Honda,Brv,Honda Brv,V Cvt Petrol,Honda BrvV Cvt Petrol,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1497,4,16,117.37,145,42,1666,4456,1735,5,7,2662,2,1285900
494,Honda,Brv,Honda Brv,S Diesel,Honda BrvS Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,21.9,98.63,200,42,1666,4453,1735,5,7,2662,2,1187900
495,Honda,Brv,Honda Brv,V Diesel,Honda BrvV Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,21.9,98.63,200,42,1666,4453,1735,5,7,2662,2,1273900
496,Honda,Brv,Honda Brv,Vx Diesel,Honda BrvVx Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,21.9,98.63,200,42,1666,4456,1735,5,7,2662,2,1382900
497,Mahindra,Thar,Mahindra Thar,Crde,Mahindra TharCrde,SUV,Diesel,Injection,Manual,4WD,2498,4,13,103.56,247,60,1930,3920,1726,3,6,2430,0,959860
498,Mahindra,Thar,Mahindra Thar,700 Special Edition,Mahindra Thar700 Special Edition,SUV,Diesel,Injection,Manual,4WD,2498,4,13,103.56,247,60,1930,3920,1726,3,6,2430,0,999148
499,Mahindra,Thar,Mahindra Thar,Crde Abs,Mahindra TharCrde Abs,SUV,Diesel,Injection,Manual,4WD,2498,4,13,103.56,247,60,1930,3920,1726,3,6,2430,0,974860
500,Force,Gurkha,Force Gurkha,Xpedition 5 Door,Force GurkhaXpedition 5 Door,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2596,4,17,83.84,230,63,2055,4342,1790,5,7,2750,0,999000
501,Force,Gurkha,Force Gurkha,Xplorer 3 Door,Force GurkhaXplorer 3 Door,SUV,Diesel,Injection,Manual,4WD,2596,4,17,83.84,230,63,2055,3992,1790,3,5,2400,0,1075000
502,Force,Gurkha,Force Gurkha,Xpedition 3 Door,Force GurkhaXpedition 3 Door,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2596,4,17,83.84,230,63,2055,4342,1790,5,7,2750,0,975000
503,Force,Gurkha,Force Gurkha,Xplorer 5 Door,Force GurkhaXplorer 5 Door,SUV,Diesel,Injection,Manual,4WD,2596,4,17,83.84,230,63,2055,3992,1790,5,5,2400,0,1225000
504,Maruti Suzuki,Xl6,Maruti Suzuki Xl6,Zeta Mt,Maruti Suzuki Xl6Zeta Mt,MPV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,19.01,102.58,138,45,1700,4445,1775,5,6,2740,2,984689
505,Maruti Suzuki,Xl6,Maruti Suzuki Xl6,Alpha Mt,Maruti Suzuki Xl6Alpha Mt,MPV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1462,4,19.01,102.58,138,45,1700,4445,1775,5,6,2740,2,1041189
506,Maruti Suzuki,Xl6,Maruti Suzuki Xl6,Zeta At,Maruti Suzuki Xl6Zeta At,MPV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1462,4,17.01,102.58,138,45,1700,4445,1775,5,6,2740,2,1094689
507,Maruti Suzuki,Xl6,Maruti Suzuki Xl6,Alpha At,Maruti Suzuki Xl6Alpha At,MPV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1462,4,17.01,102.58,138,45,1700,4445,1775,5,6,2740,2,1151189
508,Mahindra,Tuv300 Plus,Mahindra Tuv300 Plus,P4,Mahindra Tuv300 PlusP4,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2179,3,18.49,118.36,280,60,1812,4400,1835,5,9,2680,2,992748
509,Mahindra,Tuv300 Plus,Mahindra Tuv300 Plus,P6,Mahindra Tuv300 PlusP6,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2179,3,18.49,118.36,280,60,1812,4400,1835,5,9,2680,2,1029650
510,Mahindra,Tuv300 Plus,Mahindra Tuv300 Plus,P8,Mahindra Tuv300 PlusP8,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2179,3,18.49,118.36,280,60,1812,4400,1835,5,9,2680,2,1142157
511,Mahindra,Marazzo,Mahindra Marazzo,M2 7 Str,Mahindra MarazzoM2 7 Str,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45,1774,4585,1866,5,7,2760,2,999900
512,Mahindra,Marazzo,Mahindra Marazzo,M4 7 Str,Mahindra MarazzoM4 7 Str,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45,1774,4585,1866,5,7,2760,2,1156471
513,Mahindra,Marazzo,Mahindra Marazzo,M6 7 Str,Mahindra MarazzoM6 7 Str,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45,1774,4585,1866,5,7,2760,2,1308592
514,Mahindra,Marazzo,Mahindra Marazzo,M8 7 Str,Mahindra MarazzoM8 7 Str,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45,1774,4585,1866,5,7,2760,2,1468440
515,Mahindra,Marazzo,Mahindra Marazzo,M2 8 Str,Mahindra MarazzoM2 8 Str,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45,1774,4585,1866,5,8,2760,2,999900
516,Mahindra,Marazzo,Mahindra Marazzo,M4 8 Str,Mahindra MarazzoM4 8 Str,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45,1774,4585,1866,5,8,2760,2,1164569
517,Mahindra,Marazzo,Mahindra Marazzo,M6 8 Str,Mahindra MarazzoM6 8 Str,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45,1774,4585,1866,5,8,2760,2,1316690
518,Mahindra,Marazzo,Mahindra Marazzo,M8 8 Str,Mahindra MarazzoM8 8 Str,MPV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.3,119.34,300,45,1774,4585,1866,5,8,2760,2,1476538
519,Mahindra,Scorpio,Mahindra Scorpio,S3 2Wd,Mahindra ScorpioS3 2Wd,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2523,4,15.4,73.97,200,60,1930,4456,1820,5,9,2680,0,999994
520,Mahindra,Scorpio,Mahindra Scorpio,4Wd Getaway,Mahindra Scorpio4Wd Getaway,SUV,Diesel,Injection,Manual,4WD,2179,4,10.22,119.34,280,80,1874,5118,1850,5,5,3040,0,1236258
521,Mahindra,Scorpio,Mahindra Scorpio,2Wd Getaway,Mahindra Scorpio2Wd Getaway,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2179,4,13.5,119.34,280,80,1874,5118,1850,5,5,3040,0,1123158
522,Mahindra,Scorpio,Mahindra Scorpio,S5 2Wd,Mahindra ScorpioS5 2Wd,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,15.4,118.36,280,60,1995,4456,1820,5,9,2680,2,1220030
523,Mahindra,Scorpio,Mahindra Scorpio,S7 120 2Wd,Mahindra ScorpioS7 120 2Wd,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,15.4,118.36,280,60,1995,4456,1820,5,9,2680,2,1330006
524,Mahindra,Scorpio,Mahindra Scorpio,S7 140 2Wd,Mahindra ScorpioS7 140 2Wd,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,15.4,138.08,320,60,1995,4456,1820,5,9,2680,2,1360668
525,Mahindra,Scorpio,Mahindra Scorpio,S11 2Wd,Mahindra ScorpioS11 2Wd,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,15.4,138.08,320,60,1995,4456,1820,5,9,2680,2,1540081
526,Mahindra,Scorpio,Mahindra Scorpio,S11 4Wd,Mahindra ScorpioS11 4Wd,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,15.4,138.08,320,60,1995,4456,1820,5,9,2680,2,1663054
527,Mahindra,Scorpio,Mahindra Scorpio,S9 2Wd,Mahindra ScorpioS9 2Wd,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,15.4,138.08,320,60,1995,4456,1820,5,9,2680,2,1423710
528,Skoda,Monte Carlo,Skoda Monte Carlo,Monte Carlo 1.5 Tdi At,Skoda Monte CarloMonte Carlo 1.5 Tdi At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1498,4,21.72,108.5,250,55,1466,4413,1699,4,5,2552,2,1425599
529,Skoda,Monte Carlo,Skoda Monte Carlo,Monte Carlo 1.6 Mpi At,Skoda Monte CarloMonte Carlo 1.6 Mpi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1598,4,14.84,103.56,153,55,1466,4413,1699,4,5,2552,2,1269599
530,Skoda,Monte Carlo,Skoda Monte Carlo,Monte Carlo 1.5 Tdi Mt,Skoda Monte CarloMonte Carlo 1.5 Tdi Mt,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55,1466,4413,1699,4,5,2552,2,1299599
531,Skoda,Monte Carlo,Skoda Monte Carlo,Monte Carlo 1.6 Mpi Mt,Skoda Monte CarloMonte Carlo 1.6 Mpi Mt,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55,1466,4413,1699,4,5,2552,2,1139599
532,Mahindra,Xuv500,Mahindra Xuv500,G At,Mahindra Xuv500G At,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),2179,4,13.85,138.08,320,70,1785,4585,1890,5,7,2700,2,1610180
533,Mahindra,Xuv500,Mahindra Xuv500,W7,Mahindra Xuv500W7,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,15.1,152.88,330,70,1785,4585,1890,5,7,2700,2,1418313
534,Mahindra,Xuv500,Mahindra Xuv500,W7 At,Mahindra Xuv500W7 At,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,6,1539488
535,Mahindra,Xuv500,Mahindra Xuv500,W9,Mahindra Xuv500W9,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,2,1588943
536,Mahindra,Xuv500,Mahindra Xuv500,W9 At,Mahindra Xuv500W9 At,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,2,1710118
537,Mahindra,Xuv500,Mahindra Xuv500,W11,Mahindra Xuv500W11,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,6,1716319
538,Mahindra,Xuv500,Mahindra Xuv500,W11 At,Mahindra Xuv500W11 At,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,6,1837586
539,Mahindra,Xuv500,Mahindra Xuv500,W11 (O),Mahindra Xuv500W11 (O),SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,6,1741319
540,Mahindra,Xuv500,Mahindra Xuv500,W11 (O) At,Mahindra Xuv500W11 (O) At,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,6,1862586
541,Mahindra,Xuv500,Mahindra Xuv500,W11 (O) Awd,Mahindra Xuv500W11 (O) Awd,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,6,1610180
542,Mahindra,Xuv500,Mahindra Xuv500,W11 (O) Awd At,Mahindra Xuv500W11 (O) Awd At,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2179,4,16,152.88,330,70,1785,4585,1890,5,7,2700,6,1418313
543,Mahindra,Xuv500,Mahindra Xuv500,W3,Mahindra Xuv500W3,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),2179,4,16,152.88,360,70,1785,4585,1890,5,7,2700,2,1539488
544,Tata,Hexa,Tata Hexa,Xm Plus 4X2,Tata HexaXm Plus 4X2,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2179,4,17.6,153.87,400,60,1791,4788,1903,5,7,2850,2,1588943
545,Tata,Hexa,Tata Hexa,Xta 4X2,Tata HexaXta 4X2,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2179,4,17.6,153.87,400,60,1791,4788,1903,5,6,2850,6,1710118
546,Tata,Hexa,Tata Hexa,Xe 4X2,Tata HexaXe 4X2,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2179,4,17.6,147.95,320,60,1791,4788,1903,5,7,2850,2,1716319
547,Tata,Hexa,Tata Hexa,Xm 4X2,Tata HexaXm 4X2,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2179,4,17.6,153.87,400,60,1791,4788,1903,5,7,2850,2,1837586
548,Toyota,Innova Crysta,Toyota Innova Crysta,2.4 Gx 7 Str,Toyota Innova Crysta2.4 Gx 7 Str,MUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2393,4,15.4,147.95,343,55,1795,4735,1830,5,7,2750,3,1741319
549,Toyota,Innova Crysta,Toyota Innova Crysta,2.4 Vx 7 Str,Toyota Innova Crysta2.4 Vx 7 Str,MUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2393,4,15,147.95,343,55,1795,4735,1830,5,7,2750,3,1862586
550,Toyota,Innova Crysta,Toyota Innova Crysta,2.4 Gx 8 Str,Toyota Innova Crysta2.4 Gx 8 Str,MUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2393,4,15.4,147.95,343,55,1795,4735,1830,5,8,2750,3,1852488
551,Toyota,Innova Crysta,Toyota Innova Crysta,2.4 Vx 8 Str,Toyota Innova Crysta2.4 Vx 8 Str,MUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2393,4,15.4,147.95,343,55,1795,4735,1830,5,8,2750,3,1973664
552,Toyota,Innova Crysta,Toyota Innova Crysta,2.4 Zx 7 Str,Toyota Innova Crysta2.4 Zx 7 Str,MUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2393,4,15.1,147.95,343,55,1795,4735,1830,5,7,2750,7,1230924
553,Toyota,Innova Crysta,Toyota Innova Crysta,2.7 Gx At 8 Str,Toyota Innova Crysta2.7 Gx At 8 Str,MUV,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2694,4,10.83,163.73,245,55,1795,4735,1830,5,8,2750,7,1639374
554,Toyota,Innova Crysta,Toyota Innova Crysta,2.7 Gx At 7 Str,Toyota Innova Crysta2.7 Gx At 7 Str,MUV,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2694,4,10.83,163.73,245,55,1795,4735,1830,5,7,2750,7,1912593
555,Toyota,Innova Crysta,Toyota Innova Crysta,2.7 Zx At 7 Str,Toyota Innova Crysta2.7 Zx At 7 Str,MUV,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2393,4,10.75,161.76,245,55,1795,4735,1830,5,7,2750,7,1371864
556,Toyota,Innova Crysta,Toyota Innova Crysta,2.7 Vx 7 Str,Toyota Innova Crysta2.7 Vx 7 Str,MUV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),2393,4,11.25,147.95,343,55,1795,4735,1830,5,7,2750,3,1531377
557,Toyota,Innova Crysta,Toyota Innova Crysta,2.7 Gx Mt 7 Str,Toyota Innova Crysta2.7 Gx Mt 7 Str,MUV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),2755,4,11.25,171.62,360,55,1795,4735,1830,5,7,2750,7,1605000
558,Toyota,Innova Crysta,Toyota Innova Crysta,2.7 Gx Mt 8 Str,Toyota Innova Crysta2.7 Gx Mt 8 Str,MUV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),2755,4,11.25,171.62,360,55,1795,4735,1830,5,8,2750,7,1927000
559,Toyota,Innova Crysta,Toyota Innova Crysta,Touring Sport 2.4 Vx 7 Str,Toyota Innova CrystaTouring Sport 2.4 Vx 7 Str,MUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2393,4,15,147.95,343,55,1795,4735,1830,5,7,2750,3,1610000
560,Toyota,Innova Crysta,Toyota Innova Crysta,Touring Sport 2.7 Vx 7 Str,Toyota Innova CrystaTouring Sport 2.7 Vx 7 Str,MUV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),2393,4,11.25,163.73,245,55,1795,4735,1830,5,7,2750,3,1932000
561,Toyota,Innova Crysta,Toyota Innova Crysta,Touring Sport 2.7 Zx At 7 Str,Toyota Innova CrystaTouring Sport 2.7 Zx At 7 Str,MUV,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2694,4,10.75,163.73,245,55,1795,4735,1830,5,7,2750,7,2113000
562,Toyota,Innova Crysta,Toyota Innova Crysta,2.4 G Plus 7 Str,Toyota Innova Crysta2.4 G Plus 7 Str,MUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2393,4,15.4,147.95,343,55,1795,4735,1830,5,7,2750,3,1620000
563,Toyota,Innova Crysta,Toyota Innova Crysta,2.4 G Plus 8 Str,Toyota Innova Crysta2.4 G Plus 8 Str,MUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2393,4,15.1,147.95,343,55,1795,4735,1830,5,8,2750,3,1615000
564,Jeep,Compass,Jeep Compass,1.4 Limited At,Jeep Compass1.4 Limited At,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1368,6,16.3,159.78,250,60,1640,4395,1818,5,5,2636,2,2103000
565,Jeep,Compass,Jeep Compass,1.4 Sport,Jeep Compass1.4 Sport,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1368,6,16.3,159.78,250,60,1640,4395,1818,5,5,2636,2,1807000
566,Jeep,Compass,Jeep Compass,1.4 Limited (O) At,Jeep Compass1.4 Limited (O) At,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1368,6,14.1,159.78,250,60,1640,4395,1818,5,5,2636,2,1493000
567,Jeep,Compass,Jeep Compass,2.0 Sport,Jeep Compass2.0 Sport,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,1498000
568,Jeep,Compass,Jeep Compass,2.0 Longitude,Jeep Compass2.0 Longitude,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,2097000
569,Jeep,Compass,Jeep Compass,2.0 Longitude (O),Jeep Compass2.0 Longitude (O),SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,1892000
570,Jeep,Compass,Jeep Compass,2.0 Limited,Jeep Compass2.0 Limited,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,2171000
571,Jeep,Compass,Jeep Compass,2.0 Limited (O),Jeep Compass2.0 Limited (O),SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,1592000
572,Jeep,Compass,Jeep Compass,2.0 Limited 4X4,Jeep Compass2.0 Limited 4X4,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),1956,6,16.3,170.63,350,60,1640,4395,1818,5,5,2636,6,1587000
573,Jeep,Compass,Jeep Compass,2.0 Limited (O) 4X4,Jeep Compass2.0 Limited (O) 4X4,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),1956,6,16.3,170.63,350,60,1640,4395,1818,5,5,2636,6,1996000
574,Jeep,Compass,Jeep Compass,1.4 Limited Plus At Petrol,Jeep Compass1.4 Limited Plus At Petrol,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1368,6,16.3,159.78,250,60,1640,4395,1818,5,5,2636,6,1560000
575,Jeep,Compass,Jeep Compass,2.0 Limited Plus 4X2 Diesel,Jeep Compass2.0 Limited Plus 4X2 Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,6,2055000
576,Jeep,Compass,Jeep Compass,2.0 Limited Plus 4X4 Diesel,Jeep Compass2.0 Limited Plus 4X4 Diesel,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),1956,6,16.3,170.63,350,60,1640,4395,1818,5,5,2636,6,1661000
577,Jeep,Compass,Jeep Compass,2.0 Sport Plus,Jeep Compass2.0 Sport Plus,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,1803000
578,Jeep,Compass,Jeep Compass,1.4 Sport Plus,Jeep Compass1.4 Sport Plus,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1368,6,16.3,159.78,250,60,1640,4395,1818,5,5,2636,2,1888000
579,Jeep,Compass,Jeep Compass,1.4 Longitude (O) At,Jeep Compass1.4 Longitude (O) At,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1368,6,14.1,160.77,250,60,1640,4395,1818,5,5,2636,2,1973000
580,Jeep,Compass,Jeep Compass,1.4 Limited (O) At Petrol Black Pack,Jeep Compass1.4 Limited (O) At Petrol Black Pack,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1368,6,16.3,159.78,250,60,1640,4395,1818,5,5,2636,6,2022000
581,Jeep,Compass,Jeep Compass,2.0 Limited (O) Black Pack,Jeep Compass2.0 Limited (O) Black Pack,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,2151000
582,Jeep,Compass,Jeep Compass,2.0 Limited (O) 4X4 Black Pack,Jeep Compass2.0 Limited (O) 4X4 Black Pack,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),1956,6,16.3,170.63,350,60,1640,4395,1818,5,5,2636,6,2199000
583,Jeep,Compass,Jeep Compass,2.0 Limited Plus 4X4 At,Jeep Compass2.0 Limited Plus 4X4 At,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,6,2167000
584,Jeep,Compass,Jeep Compass,2.0 Longitude 4X4 At,Jeep Compass2.0 Longitude 4X4 At,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,2133000
585,Toyota,Corolla Altis,Toyota Corolla Altis,G Petrol,Toyota Corolla AltisG Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1798,4,16.7,138.08,173,55,1475,4620,1775,4,5,2700,3,2311000
586,Toyota,Corolla Altis,Toyota Corolla Altis,G At Petrol,Toyota Corolla AltisG At Petrol,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,16.7,138.08,173,55,1475,4620,1775,4,5,2700,3,1699000
587,Toyota,Corolla Altis,Toyota Corolla Altis,Gl Petrol,Toyota Corolla AltisGl Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1798,4,16.7,138.08,173,55,1475,4620,1775,4,5,2700,7,1599000
588,Toyota,Corolla Altis,Toyota Corolla Altis,Gl Diesel,Toyota Corolla AltisGl Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,21,86.8,205,43,1475,4620,1775,4,5,2700,3,1900000
589,Toyota,Corolla Altis,Toyota Corolla Altis,G Diesel,Toyota Corolla AltisG Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,21,86.8,205,43,1475,4620,1775,4,5,2700,3,2070000
590,Toyota,Corolla Altis,Toyota Corolla Altis,Vl At Petrol,Toyota Corolla AltisVl At Petrol,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,16.7,138.08,173,55,1475,4620,1775,4,5,2700,7,2036300
591,Honda,Civic,Honda Civic,1.8 V Cvt,Honda Civic1.8 V Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1799,4,16.5,139.07,174,47,1433,4656,1799,4,5,2700,4,2214000
592,Honda,Civic,Honda Civic,1.8 Vx Cvt,Honda Civic1.8 Vx Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1799,4,16.5,139.07,174,47,1433,4656,1799,4,5,2700,4,2499000
593,Honda,Civic,Honda Civic,1.8 Zx Cvt,Honda Civic1.8 Zx Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1799,4,16.8,139.07,174,47,1433,4656,1799,4,5,2700,8,2196000
594,Honda,Civic,Honda Civic,1.6 Vx Mt,Honda Civic1.6 Vx Mt,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1597,4,26.8,118.36,300,47,1433,4656,1799,4,5,2700,4,1645000
595,Honda,Civic,Honda Civic,1.6 Zx Mt,Honda Civic1.6 Zx Mt,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1597,4,26.8,118.36,300,47,1433,4656,1799,4,5,2700,8,1806000
596,Skoda,Superb,Skoda Superb,Style 1.8 Tsi Mt,Skoda SuperbStyle 1.8 Tsi Mt,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1798,4,14.12,177.54,320,66,1483,4861,1864,4,5,2841,8,1882000
597,Skoda,Superb,Skoda Superb,Style 1.8 Tsi At,Skoda SuperbStyle 1.8 Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,14.67,177.54,250,66,1483,4861,1864,4,5,2841,8,1936000
598,Skoda,Superb,Skoda Superb,L & K 1.8 Tsi At,Skoda SuperbL & K 1.8 Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,13.7,177.54,250,66,1483,4861,1864,4,5,2841,8,1771000
599,Skoda,Superb,Skoda Superb,L & K 2.0 Tdi At,Skoda SuperbL & K 2.0 Tdi At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,8,2019000
600,Skoda,Superb,Skoda Superb,Style 2.0 Tdi At,Skoda SuperbStyle 2.0 Tdi At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,8,1793900
601,Skoda,Superb,Skoda Superb,Corporate Edition 1.8 Tsi At,Skoda SuperbCorporate Edition 1.8 Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,14.67,177.54,250,66,1483,4861,1864,4,5,2841,8,1944900
602,Skoda,Superb,Skoda Superb,Corporate Edition 2.0 Tdi At,Skoda SuperbCorporate Edition 2.0 Tdi At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,8,2124900
603,Volvo,V40,Volvo V40,Kinetic,Volvo V40Kinetic,Hatchback,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1984,5,16.81,147.95,350,60,1420,4369,2041,5,5,2647,7,2054900
604,Volvo,V40,Volvo V40,R Design,Volvo V40R Design,Hatchback,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1984,5,16.81,147.95,350,60,1420,4369,2041,5,5,2647,7,2234900
